,Unnamed: 0,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,gender,southhampton,cherbourgh,queenstown
830,830,831,1,3,15.0,1,0,14.4542,0,0,0,1,0
831,831,832,1,2,0.83,1,1,18.75,0,1,1,0,0
832,832,833,0,3,28.343689655172412,0,0,7.2292,0,1,0,1,0
833,833,834,0,3,23.0,0,0,7.8542,0,1,1,0,0
834,834,835,0,3,18.0,0,0,8.3,0,1,1,0,0
835,835,836,1,1,39.0,1,1,83.1583,E49,0,0,1,0
836,836,837,0,3,21.0,0,0,8.6625,0,1,1,0,0
837,837,838,0,3,28.343689655172412,0,0,8.05,0,1,1,0,0
838,838,839,1,3,32.0,0,0,56.4958,0,1,1,0,0
839,839,840,1,1,28.343689655172412,0,0,29.7,C47,1,0,1,0
840,840,841,0,3,20.0,0,0,7.925,0,1,1,0,0
841,841,842,0,2,16.0,0,0,10.5,0,1,1,0,0
842,842,843,1,1,30.0,0,0,31.0,0,0,0,1,0
843,843,844,0,3,34.5,0,0,6.4375,0,1,0,1,0
844,844,845,0,3,17.0,0,0,8.6625,0,1,1,0,0
845,845,846,0,3,42.0,0,0,7.55,0,1,1,0,0
846,846,847,0,3,28.343689655172412,8,2,69.55,0,1,1,0,0
847,847,848,0,3,35.0,0,0,7.8958,0,1,0,1,0
848,848,849,0,2,28.0,0,1,33.0,0,1,1,0,0
849,849,850,1,1,28.343689655172412,1,0,89.1042,C92,0,0,1,0
850,850,851,0,3,4.0,4,2,31.275,0,1,1,0,0
851,851,852,0,3,74.0,0,0,7.775,0,1,1,0,0
852,852,853,0,3,9.0,1,1,15.2458,0,0,0,1,0
853,853,854,1,1,16.0,0,1,39.4,D28,0,1,0,0
854,854,855,0,2,44.0,1,0,26.0,0,0,1,0,0
855,855,856,1,3,18.0,0,1,9.35,0,0,1,0,0
856,856,857,1,1,45.0,1,1,164.8667,0,0,1,0,0
857,857,858,1,1,51.0,0,0,26.55,E17,1,1,0,0
858,858,859,1,3,24.0,0,3,19.2583,0,0,0,1,0
859,859,860,0,3,28.343689655172412,0,0,7.2292,0,1,0,1,0
860,860,861,0,3,41.0,2,0,14.1083,0,1,1,0,0
861,861,862,0,2,21.0,1,0,11.5,0,1,1,0,0
862,862,863,1,1,48.0,0,0,25.9292,D17,0,1,0,0
863,863,864,0,3,28.343689655172412,8,2,69.55,0,0,1,0,0
864,864,865,0,2,24.0,0,0,13.0,0,1,1,0,0
865,865,866,1,2,42.0,0,0,13.0,0,0,1,0,0
866,866,867,1,2,27.0,1,0,13.8583,0,0,0,1,0
867,867,868,0,1,31.0,0,0,50.4958,A24,1,1,0,0
868,868,869,0,3,28.343689655172412,0,0,9.5,0,1,1,0,0
869,869,870,1,3,4.0,1,1,11.1333,0,1,1,0,0
870,870,871,0,3,26.0,0,0,7.8958,0,1,1,0,0
871,871,872,1,1,47.0,1,1,52.5542,D35,0,1,0,0
872,872,873,0,1,33.0,0,0,5.0,B51 B53 B55,1,1,0,0
873,873,874,0,3,47.0,0,0,9.0,0,1,1,0,0
874,874,875,1,2,28.0,1,0,24.0,0,0,0,1,0
875,875,876,1,3,15.0,0,0,7.225,0,0,0,1,0
876,876,877,0,3,20.0,0,0,9.8458,0,1,1,0,0
877,877,878,0,3,19.0,0,0,7.8958,0,1,1,0,0
878,878,879,0,3,28.343689655172412,0,0,7.8958,0,1,1,0,0
879,879,880,1,1,56.0,0,1,83.1583,C50,0,0,1,0
880,880,881,1,2,25.0,0,1,26.0,0,0,1,0,0
881,881,882,0,3,33.0,0,0,7.8958,0,1,1,0,0
882,882,883,0,3,22.0,0,0,10.5167,0,0,1,0,0
883,883,884,0,2,28.0,0,0,10.5,0,1,1,0,0
884,884,885,0,3,25.0,0,0,7.05,0,1,1,0,0
885,885,886,0,3,39.0,0,5,29.125,0,0,0,0,1
886,886,887,0,2,27.0,0,0,13.0,0,1,1,0,0
887,887,888,1,1,19.0,0,0,30.0,B42,0,1,0,0
888,888,889,0,3,28.343689655172412,1,2,23.45,0,0,1,0,0
889,889,890,1,1,26.0,0,0,30.0,C148,1,0,1,0
890,890,891,0,3,32.0,0,0,7.75,0,1,0,0,1
